"","pct_shown","pct_acc","pct_unchanged_30_s","pct_unchanged_120_s","pct_unchanged_300_s","pct_unchanged_600_s","pct_unchanged_30_s_issued","pct_unchanged_120_s_issued","pct_unchanged_300_s_issued","pct_unchanged_600_s_issued","n_unchanged_30_s_per_hour","n_unchanged_120_s_per_hour","n_unchanged_300_s_per_hour","n_unchanged_600_s_per_hour","pct_mostly_unchanged_30_s","pct_mostly_unchanged_120_s","pct_mostly_unchanged_300_s","pct_mostly_unchanged_600_s","n_acc_per_hour","n_char_per_hour","n_shown","n_shown_per_hour","pct_acc_issued","aggregate_productivity"
"1",0.174380750176929,0.246753246753247,0.697368421052632,0.641447368421053,0.598684210526316,0.572368421052632,0.0300070771408351,0.0276008492569002,0.0257607926397735,0.0246284501061571,2.68354430379747,2.46835443037975,2.30379746835443,2.20253164556962,0.845394736842105,0.789473684210526,0.769736842105263,0.743421052631579,3.84810126582278,183.810126582278,1232,15.5949367088608,0.0430290162774239,3.75
"2",0.166959578207381,0.0669172932330827,0.617977528089888,0.51685393258427,0.460674157303371,0.359550561797753,0.00690434345970374,0.00577454180266131,0.00514687421541552,0.00401707255837309,0.533980582524272,0.446601941747573,0.398058252427184,0.310679611650485,0.876404494382023,0.752808988764045,0.696629213483146,0.662921348314607,0.864077669902913,71.1553398058252,1330,12.9126213592233,0.0111724830529751,3.5
"3",0.130070398927254,0.217139175257732,0.712166172106825,0.584569732937685,0.498516320474777,0.454005934718101,0.0201139792155548,0.0165102246061012,0.0140797854508884,0.0128226617499162,1.875,1.5390625,1.3125,1.1953125,0.816023738872404,0.688427299703264,0.649851632047478,0.620178041543027,2.6328125,103.2578125,1552,12.125,0.0282433791485082,3.41666666666667
"4",0.0528459949506541,0.0537459283387622,0.666666666666667,0.606060606060606,0.595959595959596,0.545454545454545,0.0018935047050723,0.00172136791370209,0.00169267844847372,0.00154923112233188,1.40425531914894,1.27659574468085,1.25531914893617,1.14893617021277,0.797979797979798,0.757575757575758,0.767676767676768,0.727272727272727,2.1063829787234,103.808510638298,1842,39.1914893617021,0.00284025705760845,2.81818181818182
"5",0.102231396834759,0.144711538461538,0.700996677740864,0.617940199335548,0.558139534883721,0.524916943521595,0.010370588813526,0.00914184606310823,0.00825715128280743,0.00776565418264032,1.41610738255034,1.24832214765101,1.12751677852349,1.06040268456376,0.86046511627907,0.800664451827243,0.740863787375415,0.704318936877076,2.02013422818792,124.684563758389,2080,13.9597315436242,0.01479406271503,NA
"6",0.135750172396808,0.280841799709724,0.674418604651163,0.565891472868217,0.532299741602067,0.454780361757106,0.0257117525366959,0.0215742291399862,0.0202935671362427,0.0173381932814501,5.93181818181818,4.97727272727273,4.68181818181818,4,0.842377260981912,0.790697674418605,0.767441860465116,0.741602067183463,8.79545454545454,411,1378,31.3181818181818,0.0381243227268249,4.08333333333333
"7",0.13886962997201,0.163461538461538,0.776018099547511,0.722850678733032,0.688914027149321,0.653846153846154,0.0176154893048815,0.0164085971804946,0.015638240505354,0.0148422052743754,4.34177215189873,4.04430379746835,3.85443037974684,3.65822784810127,0.900452488687783,0.873303167420814,0.856334841628959,0.834841628959276,5.59493670886076,261.759493670886,5408,34.2278481012658,0.0226998433608094,3.4
"8",0.18324370223606,0.18628359592215,0.728026533996683,0.669983416252073,0.643449419568823,0.625207296849088,0.0248514010755732,0.0228700820832154,0.0219643362581376,0.0213416360033965,3.72033898305085,3.42372881355932,3.28813559322034,3.19491525423729,0.870646766169154,0.845771144278607,0.825870646766169,0.82089552238806,5.11016949152542,165.78813559322,3237,27.4322033898305,0.034135295782621,4.27272727272727
"9",0.127347257466328,0.129061925199264,0.622327790973872,0.517814726840855,0.434679334916865,0.413301662707838,0.0102283818075346,0.00851063829787234,0.00714425141518641,0.00679289478821003,1.21860465116279,1.01395348837209,0.851162790697674,0.809302325581395,0.824228028503563,0.745843230403801,0.705463182897862,0.700712589073634,1.95813953488372,142.567441860465,3262,15.1720930232558,0.0164356822174507,3.90909090909091
"10",0.150877886298199,0.292422825070159,0.604606525911708,0.515674984005118,0.461932181701855,0.436340371081254,0.0266753232089426,0.022751651329532,0.0203805114887371,0.0192513972788348,7.21374045801527,6.15267175572519,5.51145038167939,5.20610687022901,0.781190019193858,0.7191298784389,0.678822776711452,0.663467690339091,11.9312977099237,557.81679389313,5345,40.8015267175573,0.0441201377519336,3.75
